source_xlsx,source_row,legacy_code_reconstructed,variant_id,ownership_id,release_type,title
Officiels et pirates - Les Bains-Douches.xlsx,12,,OFF-B-0012,,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,13,,OFF-B-0013,,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,14,,OFF-B-0014,own-2000-419,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,15,,OFF-B-0015,,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,16,,OFF-B-0016,,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,17,,OFF-B-0017,,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,18,,OFF-B-0018,,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,19,,OFF-B-0019,,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,20,,OFF-B-0020,,officiel,Les Bains Douches Paris 1979
Officiels et pirates - Permanent.xlsx,2,OAP1,OFF-P-0001,own-2000-420,officiel,Permanent
Officiels et pirates - Permanent.xlsx,3,OAP1,OFF-P-0002,,officiel,Permanent
Officiels et pirates - Permanent.xlsx,4,OAP2,OFF-P-0003,own-2000-421,officiel,Permanent
Officiels et pirates - Permanent.xlsx,5,OAP3,OFF-P-0004,own-2000-422,officiel,Permanent
Officiels et pirates - Permanent.xlsx,6,OAP4,OFF-P-0005,own-2000-423,officiel,Permanent
Officiels et pirates - Preston 28 february 1980.xlsx,2,OP,OFF-P-0006,,officiel,Preston 28 February 1980
Officiels et pirates - Preston 28 february 1980.xlsx,3,,OFF-P-0007,,officiel,Preston 28 February 1980
Officiels et pirates - Preston 28 february 1980.xlsx,4,,OFF-P-0008,,officiel,Preston 28 February 1980
Officiels et pirates - Preston 28 february 1980.xlsx,5,,OFF-P-0009,,officiel,Preston 28 February 1980
Officiels et pirates - Preston 28 february 1980.xlsx,6,,OFF-P-0010,,officiel,Preston 28 February 1980
Officiels et pirates - Preston 28 february 1980.xlsx,7,,OFF-P-0011,,officiel,Preston 28 February 1980
Officiels et pirates - Preston 28 february 1980.xlsx,8,,OFF-P-0012,,officiel,Preston 28 February 1980
Officiels et pirates - Preston 28 february 1980.xlsx,9,,OFF-P-0013,own-2000-424,officiel,Preston 28 February 1980
Officiels et pirates - Preston 28 february 1980.xlsx,10,,OFF-P-0014,,officiel,Preston 28 February 1980
Officiels et pirates - Preston 28 february 1980.xlsx,11,,OFF-P-0015,own-2000-425,officiel,Preston 28 February 1980
Officiels et pirates - Preston 28 february 1980.xlsx,12,,OFF-P-0016,,officiel,Preston 28 February 1980
Officiels et pirates - Preston 28 february 1980.xlsx,13,,OFF-P-0017,,officiel,Preston 28 February 1980
Officiels et pirates - Preston 28 february 1980.xlsx,14,,OFF-P-0018,own-2000-426,officiel,Preston 28 February 1980
Officiels et pirates - Preston 28 february 1980.xlsx,15,,OFF-P-0019,own-2000-427,officiel,Preston 28 February 1980
Officiels et pirates - Preston 28 february 1980.xlsx,16,,OFF-P-0020,own-2000-428,officiel,Preston 28 February 1980
Officiels et pirates - Preston 28 february 1980.xlsx,17,,OFF-P-0021,,officiel,Preston 28 February 1981
Officiels et pirates - RSD.xlsx,2,,OFF-W-0001,own-2000-429,officiel,Warsaw
Officiels et pirates - RSD.xlsx,3,PAR1,PIR-L-0023,own-2000-430,pirate,Live in Holland
Officiels et pirates - RSD.xlsx,4,P7R2,PIR-L-0024,own-2000-431,pirate,Love Will Tear Us Apart
Officiels et pirates - RSD.xlsx,5,O,OFF-I-0024,own-2000-432,officiel,An Ideal For Living
Officiels et pirates - RSD.xlsx,6,O,OFF-F-0002,own-2000-433,officiel,Factory Records Communications 1978-92
Officiels et pirates - RSD.xlsx,7,O,OFF-C-0037,,officiel,Ceremony / In A Lonely Place
Officiels et pirates - RSD.xlsx,8,O,OFF-F-0003,own-2000-434,officiel,Factory Records Communications 1978-92
Officiels et pirates - Radio sessions.xlsx,2,OR1,OFF-P-0022,own-2000-435,officiel,Peel sessions
Officiels et pirates - Radio sessions.xlsx,3,,OFF-P-0023,own-2000-436,officiel,Peel sessions
Officiels et pirates - Radio sessions.xlsx,4,,OFF-P-0024,own-2000-437,officiel,Peel sessions
Officiels et pirates - Radio sessions.xlsx,5,,OFF-C-0038,,officiel,Complete BBC recordings
Officiels et pirates - Radio sessions.xlsx,6,,OFF-C-0039,own-2000-438,officiel,Complete BBC recordings
Officiels et pirates - Radio sessions.xlsx,7,,OFF-C-0040,own-2000-439,officiel,"Complete BBC recordings - Before and After, the BBC Sessions"
Officiels et pirates - Radio sessions.xlsx,8,PR,OFF-C-0041,,officiel,The Complete BBC Recordings
Officiels et pirates - Radio sessions.xlsx,9,,OFF-R-0001,own-2000-440,officiel,Radio Transmissions. The Complete BBC Recordings
Officiels et pirates - Still.xlsx,2,OAX1,OFF-S-0006,own-2000-441,officiel,Still 1981.
Officiels et pirates - Still.xlsx,3,,OFF-S-0007,own-2000-442,officiel,Still 1981.
Officiels et pirates - Still.xlsx,4,,OFF-S-0008,,officiel,Still 1981.
Officiels et pirates - Still.xlsx,5,,OFF-S-0009,,officiel,Still 1981.
Officiels et pirates - Still.xlsx,6,,OFF-S-0010,,officiel,Still 1981.
Officiels et pirates - Still.xlsx,7,,OFF-S-0011,,officiel,Still 1981.
Officiels et pirates - Still.xlsx,8,,OFF-S-0012,own-2000-443,officiel,Still 1981.
Officiels et pirates - Still.xlsx,9,,OFF-S-0013,,officiel,Still 1981.
Officiels et pirates - Still.xlsx,10,,OFF-S-0014,own-2000-444,officiel,Still 1981.
Officiels et pirates - Still.xlsx,11,,OFF-S-0015,,officiel,Still 1981.
Officiels et pirates - Still.xlsx,12,,OFF-S-0016,,officiel,Still 1981.
Officiels et pirates - Still.xlsx,13,,OFF-S-0017,,officiel,Still 1981.
Officiels et pirates - Still.xlsx,14,,OFF-S-0018,own-2000-445,officiel,Still 1981.
Officiels et pirates - Still.xlsx,15,,OFF-S-0019,,officiel,Still 1981.
Officiels et pirates - Still.xlsx,16,,OFF-S-0020,own-2000-446,officiel,Still 1981.
Officiels et pirates - Still.xlsx,17,,OFF-S-0021,own-2000-447,officiel,Still 1981.
Officiels et pirates - Still.xlsx,18,,OFF-S-0022,own-2000-448,officiel,Still 1981.
Officiels et pirates - Still.xlsx,19,,OFF-S-0023,own-2000-449,officiel,Still 1981.
Officiels et pirates - Still.xlsx,20,,OFF-S-0024,,officiel,Still
Officiels et pirates - Still.xlsx,21,,OFF-S-0025,own-2000-450,officiel,Still 1981.
Officiels et pirates - Still.xlsx,22,,OFF-S-0026,,officiel,Still
Officiels et pirates - Still.xlsx,23,,OFF-S-0027,own-2000-451,officiel,Still
Officiels et pirates - Still.xlsx,24,,OFF-S-0028,own-2000-452,officiel,Still
Officiels et pirates - Still.xlsx,25,,OFF-S-0029,own-2000-453,officiel,Still 1981.
Officiels et pirates - Still.xlsx,26,,OFF-S-0030,own-2000-454,officiel,Still 1981.
Officiels et pirates - Still.xlsx,27,,OFF-S-0031,own-2000-455,officiel,Still 1981.
Officiels et pirates - Still.xlsx,28,,OFF-0-0001,,officiel,(Alternate) Still
Officiels et pirates - Substance 1988.xlsx,2,OAS1,OFF-S-0032,own-2000-456,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,3,OAS,OFF-S-0033,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,4,,OFF-S-0034,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,5,,OFF-S-0035,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,6,,OFF-S-0036,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,7,,OFF-S-0037,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,8,,OFF-S-0038,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,9,,OFF-S-0039,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,10,,OFF-S-0040,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,11,,OFF-S-0041,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,12,,OFF-S-0042,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,13,,OFF-S-0043,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,14,,OFF-S-0044,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,15,,OFF-S-0045,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,16,,OFF-S-0046,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,17,,OFF-S-0047,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,18,,OFF-S-0048,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,19,,OFF-S-0049,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,20,OAS2,OFF-S-0050,own-2000-457,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,21,,OFF-S-0051,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,22,,OFF-S-0052,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,23,OAS3,OFF-S-0053,own-2000-458,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,24,OAS4,OFF-S-0054,own-2000-459,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,25,,OFF-S-0055,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,26,PAS5,OFF-S-0056,own-2000-460,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,27,,OFF-S-0057,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,28,OAS6,OFF-S-0058,own-2000-461,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,29,,OFF-S-0059,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,30,OAS7,OFF-S-0060,own-2000-462,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,31,OAS8,OFF-S-0061,own-2000-463,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,32,OAS9,OFF-S-0062,own-2000-464,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,33,,OFF-S-0063,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,34,,OFF-S-0064,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,35,,OFF-S-0065,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,36,,OFF-S-0066,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,37,,OFF-S-0067,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,38,OAS10,OFF-S-0068,own-2000-465,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,39,PAS11,OFF-S-0069,own-2000-466,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,40,PAS,OFF-S-0070,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,41,PAS,OFF-S-0071,,officiel,Substance 1988.
Officiels et pirates - Substance 1988.xlsx,42,PAS,OFF-S-0072,,officiel,Substance 1988.
Officiels et pirates - Unknown Pleasures.xlsx,2,OAU1,OFF-U-0001,own-2000-467,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,3,,OFF-U-0002,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,4,,OFF-U-0003,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,5,,OFF-U-0004,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,6,,OFF-U-0005,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,7,,OFF-U-0006,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,8,,OFF-U-0007,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,9,,OFF-U-0008,own-2000-468,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,10,,OFF-U-0009,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,11,,OFF-U-0010,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,12,,OFF-U-0011,own-2000-469,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,13,,OFF-U-0012,own-2000-470,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,14,,OFF-U-0013,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,15,,OFF-U-0014,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,16,,OFF-U-0015,own-2000-471,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,17,,OFF-U-0016,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,18,,OFF-U-0017,own-2000-472,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,19,,OFF-U-0018,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,20,,OFF-U-0019,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,21,,OFF-U-0020,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,22,,OFF-U-0021,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,23,,OFF-U-0022,own-2000-473,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,24,,OFF-U-0023,own-2000-474,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,25,,OFF-U-0024,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,26,,OFF-U-0025,own-2000-475,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,27,,OFF-U-0026,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,28,,OFF-U-0027,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,29,,OFF-U-0028,own-2000-476,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,30,,OFF-U-0029,own-2000-477,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,31,,OFF-U-0030,own-2000-478,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,32,,OFF-U-0031,own-2000-479,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,33,,PIR-U-0001,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,34,P,PIR-U-0002,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,35,,PIR-U-0003,own-2000-480,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,36,,PIR-U-0004,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,37,,OFF-U-0032,own-2000-481,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,38,,OFF-U-0033,,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,39,,PIR-U-0005,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,40,,PIR-U-0006,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,41,,PIR-U-0007,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,42,,PIR-U-0008,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,43,,PIR-U-0009,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,44,,PIR-U-0010,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,45,,PIR-U-0011,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,46,,PIR-U-0012,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,47,,PIR-U-0013,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,48,,PIR-U-0014,own-2000-482,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,49,,PIR-U-0015,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,50,,PIR-U-0016,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,51,,PIR-U-0017,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,52,,PIR-U-0018,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,53,,PIR-U-0019,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,54,,PIR-U-0020,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,55,,PIR-U-0021,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,56,,PIR-U-0022,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,57,,PIR-U-0023,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,58,,PIR-U-0024,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,59,,PIR-U-0025,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,60,,PIR-U-0026,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,61,,PIR-U-0027,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,62,,PIR-U-0028,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,63,,PIR-U-0029,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,64,,PIR-U-0030,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,65,,PIR-U-0031,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,66,,PIR-U-0032,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,67,,PIR-U-0033,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,68,,PIR-U-0034,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,69,,PIR-U-0035,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,70,,PIR-U-0036,own-2000-483,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,71,,PIR-U-0037,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,72,,PIR-U-0038,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,73,,PIR-U-0039,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,74,,PIR-U-0040,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,75,,PIR-U-0041,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,76,,PIR-U-0042,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,77,,OFF-U-0034,own-2000-484,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,78,,OFF-U-0035,own-2000-485,officiel,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,79,,PIR-U-0043,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,80,,PIR-U-0044,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,81,,PIR-U-0045,,pirate,Unknown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,82,BA5,OFF-A-0030,,officiel,Alternate Unkown Pleasures
Officiels et pirates - Unknown Pleasures.xlsx,83,,OFF-U-0036,own-2000-486,officiel,Unknown Pleasures
Officiels et pirates - VHS & DVD.xlsx,2,,VID-F-0001,,video,A Factory Instore Video
Officiels et pirates - VHS & DVD.xlsx,3,,VID-S-0001,,video,SUBSTANCE 1978-1988
Officiels et pirates - VHS & DVD.xlsx,4,,VID-S-0002,,video,SUBSTANCE 1978-1988
Officiels et pirates - VHS & DVD.xlsx,5,,VID-S-0003,,video,SUBSTANCE 1978-1988
Officiels et pirates - VHS & DVD.xlsx,6,,VID-S-0004,,video,SUBSTANCE 1978-1988
Officiels et pirates - VHS & DVD.xlsx,7,VOV1,VID-H-0001,own-2000-487,video,HERE ARE THE YOUNG MEN
Officiels et pirates - VHS & DVD.xlsx,8,VOD,VID-H-0002,,video,HERE ARE THE YOUNG MEN
Officiels et pirates - VHS & DVD.xlsx,9,,VID-H-0003,own-2000-488,video,HERE ARE THE YOUNG MEN
Officiels et pirates - VHS & DVD.xlsx,10,VOC,VID-H-0004,,video,HERE ARE THE YOUNG MEN
Officiels et pirates - VHS & DVD.xlsx,11,,VID-N-0001,own-2000-489,video,NEW ORDER JOY DIVISION
Officiels et pirates - VHS & DVD.xlsx,12,VOD,VID-0-0001,own-2000-490,video,24 Hour Party People
Officiels et pirates - VHS & DVD.xlsx,13,VOB,VID-0-0002,,video,24 Hour Party People
Officiels et pirates - VHS & DVD.xlsx,14,,VID-C-0001,own-2000-491,video,Control: The Ian Curtis film
Officiels et pirates - VHS & DVD.xlsx,16,,VID-C-0002,own-2000-492,video,Control: The Ian Curtis film
Officiels et pirates - VHS & DVD.xlsx,17,,VID-J-0001,,video,Joy Division (Grant Gee)
Officiels et pirates - VHS & DVD.xlsx,18,,VID-J-0002,,video,Joy Division (Grant Gee)
Officiels et pirates - VHS & DVD.xlsx,19,,VID-J-0003,own-2000-493,video,Joy Division (Grant Gee)
Officiels et pirates - VHS & DVD.xlsx,20,,VID-S-0005,,video,Shadowplayers
Officiels et pirates - VHS & DVD.xlsx,21,,VID-U-0001,own-2000-494,video,Under Review
Officiels et pirates - VHS & DVD.xlsx,22,,VID-O-0001,own-2000-495,video,ONCE WAS THE YOUNG MAN
Officiels et pirates - VHS & DVD.xlsx,23,,VID-E-0001,own-2000-496,video,The Eternal
Officiels et pirates - VHS & DVD.xlsx,24,,VID-C-0003,own-2000-497,video,Les Coffrets cultes
Officiels et pirates - VHS & DVD.xlsx,25,,VID-K-0001,own-2000-498,video,Known Pleasures
Officiels et pirates - VHS & DVD.xlsx,26,,VID-F-0002,own-2000-499,video,Falling Up
Officiels et pirates - VHS & DVD.xlsx,27,,VID-P-0001,own-2000-500,video,"Peter Hook and the Light, So This is Permanent"
Officiels et pirates - VHS & DVD.xlsx,28,,VID-N-0002,own-2000-501,video,New Order Finsbury Park 9th June 02
Officiels et pirates - VHS & DVD.xlsx,29,,VID-N-0003,own-2000-502,video,"New Order Education, Entertainment, Recreation"
Officiels et pirates - cassettes.xlsx,2,,PIR-A-0002,own-2000-503,pirate,And They Walked in Line
Officiels et pirates - cassettes.xlsx,3,,PIR-B-0001,own-2000-504,pirate,Bowdon Vale 14.03.79 Altrincham
