source_xlsx,source_row,legacy_code_reconstructed,variant_id,ownership_id,release_type,title
Livres -.xlsx,128,,BOOK-J-0032,,livre,Joy Division Broken Heart Romance
Livres -.xlsx,129,,BOOK-J-0033,,livre,Joy Division Ian Curtis Canciones
Livres -.xlsx,130,,BOOK-J-0034,,livre,Joy Division / New Order
Livres -.xlsx,131,,BOOK-J-0035,,livre,Joy Division / New Order Nada é Mera Coincidência
Livres -.xlsx,132,,BOOK-O-0002,,livre,Ode aan Joy Division
Livres -.xlsx,133,,BOOK-S-0007,,livre,Svetla u Podrumu Duše
Livres -.xlsx,134,,BOOK-0-0003,own-2000-331,livre,È mia la colpa. La vita dei Joy Division
Livres -.xlsx,135,,BOOK-J-0036,own-2000-332,livre,JOY DIVISION: illustrated discography
Livres -.xlsx,136,,BOOK-L-0002,,livre,Los placeres desconocidos de Ian Curtis
Livres -.xlsx,137,,BOOK-I-0013,own-2000-333,livre,I Remember Nothing - A New History In Cuttings 1977-1981
Livres -.xlsx,138,,BOOK-I-0014,,livre,Ian Curtis: Memento Mori
Livres -.xlsx,139,,BOOK-E-0002,,livre,"Excessive Flashpoints, Solitary Demands, Darkest Corners: Ian Curtis, Joy Division, Critical Theory, and Me"
Livres -.xlsx,140,,BOOK-S-0008,own-2000-334,livre,"Shadowplayers, The Rise and Fall of Factory Records"
Livres -.xlsx,141,,BOOK-J-0037,own-2000-335,livre,"Joy Division & New Order, album by album"
Officiels et pirates - 12_ - An Ideal For Living.xlsx,2,O12A1,OFF-I-0001,own-2000-336,officiel,An Ideal For Living
Officiels et pirates - 12_ - An Ideal For Living.xlsx,3,P12A2,PIR-I-0001,,pirate,An Ideal For Living 12''
Officiels et pirates - 12_ - An Ideal For Living.xlsx,4,P12A3,PIR-I-0002,,pirate,An Ideal For Living 12''
Officiels et pirates - 12_ - An Ideal For Living.xlsx,5,P12A4,PIR-I-0003,own-2000-337,pirate,Ideal For Living 12''
Officiels et pirates - 12_ - An Ideal For Living.xlsx,6,P12A5,PIR-I-0004,,pirate,An Ideal For Living 12''
Officiels et pirates - 12_ - An Ideal For Living.xlsx,7,P12A6,PIR-I-0005,own-2000-338,pirate,An Ideal For Living 12''
Officiels et pirates - 12_ - An Ideal For Living.xlsx,8,P12A7,PIR-I-0006,,pirate,An Ideal For Living 12''
Officiels et pirates - 12_ - An Ideal For Living.xlsx,9,P12A7,PIR-I-0007,,pirate,An Ideal For Living 12''
Officiels et pirates - 12_ - An Ideal For Living.xlsx,10,P12A7,PIR-I-0008,,pirate,An Ideal For Living 12''
Officiels et pirates - 12_ - An Ideal For Living.xlsx,11,,PIR-I-0009,,pirate,An Ideal For Living 12''
Officiels et pirates - 12_ - An Ideal For Living.xlsx,12,P12A7,PIR-I-0010,,pirate,An Ideal For Living 12''
Officiels et pirates - 12_ - An Ideal For Living.xlsx,13,P12A7,PIR-I-0011,,pirate,An Ideal For Living 12''
Officiels et pirates - 12_ - An Ideal For Living.xlsx,14,P12A8,PIR-I-0012,,pirate,An Ideal For Living 12''
Officiels et pirates - 12_ - Atmosphere.xlsx,2,O12T1,OFF-A-0001,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,3,,OFF-A-0002,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,4,,OFF-A-0003,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,5,,OFF-A-0004,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,6,,OFF-A-0005,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,7,,OFF-A-0006,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,8,,OFF-A-0007,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,9,,OFF-A-0008,own-2000-339,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,10,,OFF-A-0009,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,11,,OFF-A-0010,own-2000-340,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,12,,OFF-A-0011,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,13,,OFF-A-0012,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,14,,OFF-A-0013,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,15,,OFF-A-0014,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,16,,OFF-A-0015,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,17,,OFF-A-0016,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,18,,OFF-A-0017,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,19,,OFF-A-0018,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,20,,OFF-A-0019,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,21,,OFF-A-0020,own-2000-341,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,22,,OFF-A-0021,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,23,,OFF-A-0022,,officiel,Atmosphere
Officiels et pirates - 12_ - Atmosphere.xlsx,24,,OFF-A-0023,own-2000-342,officiel,Atmosphere
Officiels et pirates - 12_ - John Peel Sessions.xlsx,2,O12J1,OFF-J-0001,own-2000-343,officiel,John Peel Sessions 1
Officiels et pirates - 12_ - John Peel Sessions.xlsx,3,O12J2,OFF-J-0002,own-2000-344,officiel,John Peel Sessions 2
Officiels et pirates - 12_ - LWTUA.xlsx,2,O12L1,OFF-L-0001,own-2000-345,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,3,,OFF-L-0002,,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,4,,OFF-L-0003,,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,5,,OFF-L-0004,,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,6,,OFF-L-0005,,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,7,,OFF-L-0006,,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,8,,OFF-L-0007,,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,9,,OFF-L-0008,,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,10,,OFF-L-0009,,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,11,,OFF-L-0010,,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,12,,OFF-L-0011,,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,13,,OFF-L-0012,,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,14,,OFF-L-0013,,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,15,,OFF-L-0014,,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,16,,OFF-L-0015,,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,17,,OFF-L-0016,,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,18,,OFF-L-0017,own-2000-346,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,19,,OFF-L-0018,own-2000-347,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,20,,PIR-L-0001,own-2000-348,pirate,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,21,,PIR-L-0002,own-2000-349,pirate,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,22,,OFF-L-0019,own-2000-350,officiel,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,23,,PIR-L-0003,own-2000-351,pirate,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,24,,PIR-L-0004,own-2000-352,pirate,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,25,,PIR-L-0005,own-2000-353,pirate,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,26,,PIR-L-0006,own-2000-354,pirate,Love Will Tear Us Apart
Officiels et pirates - 12_ - LWTUA.xlsx,27,,PIR-L-0007,own-2000-355,pirate,Love Will Tear Us Apart
Officiels et pirates - 12_ - She_s Lost Control.xlsx,2,O12S1,OFF-S-0001,own-2000-356,officiel,She's Lost Control (US Single)
Officiels et pirates - 12_ - She_s Lost Control.xlsx,3,O12S2,OFF-S-0002,,officiel,She's Lost Control (US Single)
Officiels et pirates - 12_ - Transmission.xlsx,2,O12T1,OFF-T-0001,,officiel,Transmission
Officiels et pirates - 12_ - Transmission.xlsx,3,,OFF-T-0002,,officiel,Transmission
Officiels et pirates - 12_ - Transmission.xlsx,4,,OFF-T-0003,,officiel,Transmission
Officiels et pirates - 12_ - Transmission.xlsx,5,,OFF-T-0004,,officiel,Transmission
Officiels et pirates - 12_ - Transmission.xlsx,6,,OFF-T-0005,,officiel,Transmission
Officiels et pirates - 12_ - Transmission.xlsx,7,,OFF-T-0006,,officiel,Transmission
Officiels et pirates - 12_ - Transmission.xlsx,8,,OFF-T-0007,own-2000-357,officiel,Transmission
Officiels et pirates - 12_ - Transmission.xlsx,9,,OFF-T-0008,,officiel,Transmission
Officiels et pirates - 12_ - Transmission.xlsx,10,,OFF-T-0009,,officiel,Transmission
Officiels et pirates - 12_ - Transmission.xlsx,11,,OFF-T-0010,,officiel,Transmission
Officiels et pirates - 12_ - Transmission.xlsx,12,,OFF-T-0011,,officiel,Transmission
Officiels et pirates - 12_ - Transmission.xlsx,13,,OFF-T-0012,,officiel,Transmission
Officiels et pirates - 12_ - Transmission.xlsx,14,,OFF-T-0013,,officiel,Transmission
Officiels et pirates - 12_ - Transmission.xlsx,15,,OFF-T-0014,,officiel,Transmission
Officiels et pirates - 12_ - Transmission.xlsx,16,,OFF-T-0015,own-2000-358,officiel,Transmission
Officiels et pirates - 12_ - Transmission.xlsx,17,,PIR-T-0001,own-2000-359,pirate,Transmission
Officiels et pirates - 12_ compilations - Short Circuit & Earcom2.xlsx,2,O12S1,OFF-S-0003,,officiel,Short Circuit - Live at the Electric Circus
Officiels et pirates - 12_ compilations - Short Circuit & Earcom2.xlsx,3,O12S1,OFF-S-0004,own-2000-360,officiel,Short Circuit - Live at the Electric Circus
Officiels et pirates - 12_ compilations - Short Circuit & Earcom2.xlsx,4,O12S1,OFF-S-0005,,officiel,Short Circuit - Live at the Electric Circus
Officiels et pirates - 12_ compilations - Short Circuit & Earcom2.xlsx,5,P12,PIR-S-0001,own-2000-361,pirate,Short Circuit Live Electric Circus
Officiels et pirates - 12_ compilations - Short Circuit & Earcom2.xlsx,6,O12,OFF-E-0001,own-2000-362,officiel,Earcom 2
Officiels et pirates - 12_ compilations - Short Circuit & Earcom2.xlsx,7,,PIR-E-0001,,pirate,Earcom 2
Officiels et pirates - 7_ - A Factory Sample.xlsx,2,O7,OFF-F-0001,own-2000-363,officiel,A Factory Sample
Officiels et pirates - 7_ - A Factory Sample.xlsx,3,P7,PIR-F-0001,,pirate,A Factory Sample
Officiels et pirates - 7_ - A Factory Sample.xlsx,4,P12,PIR-F-0002,,pirate,A Factory Sample
Officiels et pirates - 7_ - A Factory Sample.xlsx,5,P7,PIR-F-0003,,pirate,A Factory Sample
Officiels et pirates - 7_ - A Factory Sample.xlsx,6,P7,PIR-F-0004,,pirate,A Factory Sample
Officiels et pirates - 7_ - A Factory Sample.xlsx,7,P7,PIR-F-0005,,pirate,A Factory Sample
Officiels et pirates - 7_ - A Factory Sample.xlsx,8,P7,PIR-F-0006,,pirate,A Factory Sample
Officiels et pirates - 7_ - A Factory Sample.xlsx,9,P7,PIR-F-0007,,pirate,A Factory Sample
Officiels et pirates - 7_ - A Factory Sample.xlsx,10,P7,PIR-F-0008,,pirate,A Factory Sample
Officiels et pirates - 7_ - A Factory Sample.xlsx,11,P7,PIR-F-0009,,pirate,A Factory Sample
Officiels et pirates - 7_ - A Factory Sample.xlsx,12,P7,PIR-F-0010,,pirate,A Factory Sample
Officiels et pirates - 7_ - A Factory Sample.xlsx,13,P7,PIR-F-0011,,pirate,A Factory Sample
Officiels et pirates - 7_ - An Ideal For Living.xlsx,2,O7,OFF-I-0002,own-2000-364,officiel,An Ideal For Living
Officiels et pirates - 7_ - An Ideal For Living.xlsx,3,,PIR-I-0013,,pirate,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,4,,PIR-I-0014,own-2000-365,pirate,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,5,,PIR-I-0015,,pirate,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,6,,PIR-I-0016,,pirate,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,7,,PIR-I-0017,,pirate,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,8,,OFF-I-0003,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,9,,OFF-I-0004,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,10,,OFF-I-0005,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,11,,OFF-I-0006,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,12,,OFF-I-0007,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,13,,OFF-I-0008,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,14,,OFF-I-0009,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,15,,OFF-I-0010,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,16,,OFF-I-0011,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,17,,OFF-I-0012,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,18,,OFF-I-0013,own-2000-366,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,19,,OFF-I-0014,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,20,,OFF-I-0015,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,21,,OFF-I-0016,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,22,,OFF-I-0017,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,23,,OFF-I-0018,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,24,,OFF-I-0019,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,25,,OFF-I-0020,own-2000-367,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,26,,OFF-I-0021,own-2000-368,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,27,,OFF-I-0022,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - An Ideal For Living.xlsx,28,,OFF-I-0023,,officiel,An Ideal For Living 7''
Officiels et pirates - 7_ - Atmosphere 1979.xlsx,2,O7,OFF-A-0024,own-2000-369,officiel,Atmosphere 1979
Officiels et pirates - 7_ - Atmosphere 1979.xlsx,3,,OFF-A-0025,,officiel,Atmosphere 1979
Officiels et pirates - 7_ - Atmosphere 1979.xlsx,4,,OFF-A-0026,,officiel,Atmosphere 1979
Officiels et pirates - 7_ - Atmosphere 1979.xlsx,5,,OFF-A-0027,,officiel,Atmosphere 1979
Officiels et pirates - 7_ - Atmosphere 1979.xlsx,6,,OFF-A-0028,,officiel,Atmosphere 1979
Officiels et pirates - 7_ - Atmosphere 1979.xlsx,7,,OFF-A-0029,own-2000-370,officiel,Atmosphere 1979
Officiels et pirates - 7_ - Atmosphere 1979.xlsx,8,,PIR-A-0001,own-2000-371,pirate,Atmosphere 1979
Officiels et pirates - 7_ - LWTUA.xlsx,2,O7,OFF-L-0020,own-2000-372,officiel,Love Will Tear Us Apart
Officiels et pirates - 7_ - LWTUA.xlsx,3,,OFF-L-0021,own-2000-373,officiel,Love Will Tear Us Apart
Officiels et pirates - 7_ - LWTUA.xlsx,4,,OFF-L-0022,own-2000-374,officiel,Love Will Tear Us Apart
Officiels et pirates - 7_ - LWTUA.xlsx,5,,OFF-L-0023,own-2000-375,officiel,Love Will Tear Us Apart
Officiels et pirates - 7_ - LWTUA.xlsx,6,,OFF-L-0024,own-2000-376,officiel,Love Will Tear Us Apart
Officiels et pirates - 7_ - LWTUA.xlsx,7,,OFF-L-0025,own-2000-377,officiel,Love Will Tear Us Apart
Officiels et pirates - 7_ - LWTUA.xlsx,8,,OFF-L-0026,own-2000-378,officiel,Love Will Tear Us Apart
Officiels et pirates - 7_ - LWTUA.xlsx,9,,OFF-L-0027,own-2000-379,officiel,Love Will Tear Us Apart
Officiels et pirates - 7_ - LWTUA.xlsx,10,,PIR-L-0008,own-2000-380,pirate,Love Will Tear Us Apart
Officiels et pirates - 7_ - LWTUA.xlsx,11,,OFF-L-0028,own-2000-381,officiel,Love Will Tear Us Apart (7 »)
Officiels et pirates - 7_ - LWTUA.xlsx,12,,PIR-L-0009,,pirate,Love Will Tear Us Apart (7 »)
Officiels et pirates - 7_ - LWTUA.xlsx,13,,PIR-L-0010,,pirate,Love Will Tear Us Apart (7 »)
Officiels et pirates - 7_ - LWTUA.xlsx,14,,PIR-L-0011,,pirate,Love Will Tear Us Apart (7 »)
Officiels et pirates - 7_ - LWTUA.xlsx,15,,PIR-L-0012,own-2000-382,pirate,Love Will Tear Us Apart (7 »)
Officiels et pirates - 7_ - LWTUA.xlsx,16,,PIR-L-0013,own-2000-383,pirate,Love Will Tear Us Apart (7 »)
Officiels et pirates - 7_ - LWTUA.xlsx,17,,PIR-L-0014,,pirate,Love Will Tear Us Apart (7 »)
Officiels et pirates - 7_ - LWTUA.xlsx,18,,PIR-L-0015,,pirate,Love Will Tear Us Apart (7 »)
Officiels et pirates - 7_ - LWTUA.xlsx,19,,PIR-L-0016,,pirate,Love Will Tear Us Apart (7 »)
Officiels et pirates - 7_ - LWTUA.xlsx,20,,PIR-L-0017,own-2000-384,pirate,Love Will Tear Us Apart (7 »)
Officiels et pirates - 7_ - LWTUA.xlsx,22,P7R2,PIR-L-0018,,pirate,Love Will Tear Us Apart
Officiels et pirates - 7_ - LWTUA.xlsx,23,,PIR-L-0019,own-2000-385,pirate,Love Will Tear Us Apart (7 »)
Officiels et pirates - 7_ - LWTUA.xlsx,24,,PIR-L-0020,own-2000-386,pirate,Love Will Tear Us Apart (7 »)
Officiels et pirates - 7_ - LWTUA.xlsx,25,,PIR-L-0021,own-2000-387,pirate,Love Will Tear Us Apart (7 »)
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,2,O,OFF-L-0029,own-2000-388,officiel,Licht Und Blindheit  (also known as) Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,3,,PIR-S-0002,own-2000-389,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,4,,PIR-S-0003,,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,5,,PIR-S-0004,,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,6,,PIR-S-0005,,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,7,,PIR-S-0006,,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,8,,PIR-S-0007,,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,9,,PIR-S-0008,,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,10,,PIR-S-0009,,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,11,,PIR-S-0010,,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,12,,PIR-S-0011,,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,13,,PIR-S-0012,,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,14,,PIR-S-0013,,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,15,,PIR-S-0014,,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,16,,PIR-S-0015,,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,17,,PIR-S-0016,,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,18,,PIR-S-0017,,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,19,,PIR-L-0022,,pirate,Licht Und Blindheit  (also known as) Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,20,,PIR-S-0018,own-2000-390,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Sordide Sentimental.xlsx,21,,PIR-S-0019,own-2000-391,pirate,Sordide Sentimental
Officiels et pirates - 7_ - Transmission.xlsx,2,O7,OFF-T-0016,own-2000-392,officiel,Transmission
Officiels et pirates - 7_ - Transmission.xlsx,3,,OFF-T-0017,own-2000-393,officiel,Transmission
Officiels et pirates - 7_ - Transmission.xlsx,4,,PIR-T-0002,,pirate,Transmission
Officiels et pirates - 7_ - Transmission.xlsx,5,,PIR-T-0003,,pirate,Transmission
Officiels et pirates - 7_ - Transmission.xlsx,6,,PIR-T-0004,,pirate,Transmission
Officiels et pirates - 7_ - Transmission.xlsx,7,,PIR-T-0005,,pirate,Transmission
Officiels et pirates - 7_ - Transmission.xlsx,8,,PIR-T-0006,,pirate,Transmission
Officiels et pirates - 7_ flexi - Komakino.xlsx,2,O7,OFF-K-0001,own-2000-394,officiel,Komakino
Officiels et pirates - 7_ flexi - Komakino.xlsx,3,,OFF-K-0002,,officiel,Komakino
Officiels et pirates - 7_ flexi - Komakino.xlsx,4,,OFF-K-0003,,officiel,Komakino
Officiels et pirates - 7_ flexi - Komakino.xlsx,5,,OFF-K-0004,,officiel,Komakino
Officiels et pirates - 7_ flexi - Komakino.xlsx,6,,PIR-K-0001,,pirate,Komakino
Officiels et pirates - 7_ flexi - Komakino.xlsx,7,,OFF-K-0005,,officiel,Komakino
Officiels et pirates - 7_ flexi - Komakino.xlsx,8,,PIR-K-0002,,pirate,Komakino
Officiels et pirates - Best of.xlsx,2,OAB1,OFF-H-0001,own-2000-395,officiel,Heart and Soul (4 CD set)
Officiels et pirates - Best of.xlsx,3,OAB2,OFF-B-0001,own-2000-396,officiel,The Best Of Joy Division
Officiels et pirates - Best of.xlsx,4,OAB3,OFF-T-0018,own-2000-397,officiel,Total From Joy Division to New Order
Officiels et pirates - Closer.xlsx,2,OAC1,OFF-C-0001,own-2000-398,officiel,Closer
Officiels et pirates - Closer.xlsx,3,,OFF-C-0002,,officiel,Closer
Officiels et pirates - Closer.xlsx,4,,OFF-C-0003,,officiel,Closer
Officiels et pirates - Closer.xlsx,5,,OFF-C-0004,,officiel,Closer
Officiels et pirates - Closer.xlsx,6,,OFF-C-0005,,officiel,Closer
Officiels et pirates - Closer.xlsx,7,,OFF-C-0006,,officiel,Closer
Officiels et pirates - Closer.xlsx,8,,OFF-C-0007,,officiel,Closer
Officiels et pirates - Closer.xlsx,9,,OFF-C-0008,,officiel,Closer
Officiels et pirates - Closer.xlsx,10,,OFF-C-0009,,officiel,Closer
Officiels et pirates - Closer.xlsx,11,,OFF-C-0010,,officiel,Closer
Officiels et pirates - Closer.xlsx,12,,OFF-C-0011,,officiel,Closer
Officiels et pirates - Closer.xlsx,13,,OFF-C-0012,,officiel,Closer
Officiels et pirates - Closer.xlsx,14,,OFF-C-0013,,officiel,Closer
Officiels et pirates - Closer.xlsx,15,,OFF-C-0014,,officiel,Closer
Officiels et pirates - Closer.xlsx,16,,OFF-C-0015,,officiel,Closer
Officiels et pirates - Closer.xlsx,17,,OFF-C-0016,,officiel,Closer
Officiels et pirates - Closer.xlsx,18,,OFF-C-0017,,officiel,Closer
Officiels et pirates - Closer.xlsx,19,,OFF-C-0018,own-2000-399,officiel,Closer
Officiels et pirates - Closer.xlsx,20,,OFF-C-0019,,officiel,Closer
Officiels et pirates - Closer.xlsx,21,,OFF-C-0020,,officiel,Closer
Officiels et pirates - Closer.xlsx,22,,OFF-C-0021,,officiel,Closer
Officiels et pirates - Closer.xlsx,23,,OFF-C-0022,,officiel,Closer
Officiels et pirates - Closer.xlsx,24,,OFF-C-0023,own-2000-400,officiel,Closer
Officiels et pirates - Closer.xlsx,25,,OFF-C-0024,,officiel,Closer
Officiels et pirates - Closer.xlsx,26,,OFF-C-0025,,officiel,Closer
Officiels et pirates - Closer.xlsx,27,,OFF-C-0026,own-2000-401,officiel,Closer
Officiels et pirates - Closer.xlsx,28,,OFF-C-0027,,officiel,Closer
Officiels et pirates - Closer.xlsx,29,,PIR-C-0001,own-2000-402,pirate,Closer
Officiels et pirates - Closer.xlsx,30,,OFF-C-0028,own-2000-403,officiel,Closer
Officiels et pirates - Closer.xlsx,31,,OFF-C-0029,own-2000-404,officiel,Closer
Officiels et pirates - Closer.xlsx,32,,OFF-C-0030,own-2000-405,officiel,Closer
Officiels et pirates - Closer.xlsx,33,,OFF-C-0031,own-2000-406,officiel,Closer
Officiels et pirates - Closer.xlsx,34,,PIR-C-0002,own-2000-407,pirate,Closer
Officiels et pirates - Closer.xlsx,35,,OFF-C-0032,own-2000-408,officiel,Closer
Officiels et pirates - Closer.xlsx,36,,PIR-C-0003,own-2000-409,pirate,Closer
Officiels et pirates - Closer.xlsx,37,,OFF-C-0033,own-2000-410,officiel,Closer
Officiels et pirates - Closer.xlsx,38,,PIR-C-0004,own-2000-411,pirate,Closer
Officiels et pirates - Closer.xlsx,39,,OFF-C-0034,own-2000-412,officiel,Closer
Officiels et pirates - Closer.xlsx,40,,OFF-C-0035,own-2000-413,officiel,Closer
Officiels et pirates - Closer.xlsx,41,,OFF-C-0036,own-2000-414,officiel,Closer
Officiels et pirates - Les Bains-Douches.xlsx,2,OB,OFF-B-0002,,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,3,,OFF-B-0003,,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,4,,OFF-B-0004,,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,5,,OFF-B-0005,,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,6,,OFF-B-0006,own-2000-415,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,7,,OFF-B-0007,,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,8,,OFF-B-0008,,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,9,,OFF-B-0009,own-2000-416,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,10,,OFF-B-0010,own-2000-417,officiel,Les Bains Douches
Officiels et pirates - Les Bains-Douches.xlsx,11,,OFF-B-0011,own-2000-418,officiel,Les Bains Douches
